Time,Step,Metric,Value
1701619165.9416564,3,Loss/policy_loss_robot_5,-0.047329239547252655
1701619165.9416847,3,KL_Divergence/robot_5,0.015763185918331146
1701619166.2063177,3,Value Loss/Robot 5,9.653144836425781
1701619166.2115664,3,Loss/policy_loss_robot_0,1.2031751871109009
1701619166.2115867,3,KL_Divergence/robot_0,0.09613817930221558
1701619166.4703279,3,Value Loss/Robot 0,54.45689010620117
1701619166.4756262,3,Loss/policy_loss_robot_7,-1.6848546266555786
1701619166.4756489,3,KL_Divergence/robot_7,0.09593187272548676
1701619166.7346303,3,Value Loss/Robot 7,17.388761520385742
1701619166.7399614,3,Loss/policy_loss_robot_6,1.408750057220459
1701619166.7399838,3,KL_Divergence/robot_6,0.23309729993343353
1701619166.9978442,3,Value Loss/Robot 6,61.5706787109375
1701619167.0033445,3,Loss/policy_loss_robot_4,-0.36553144454956055
1701619167.0033638,3,KL_Divergence/robot_4,0.2209060788154602
1701619167.2675087,3,Value Loss/Robot 4,10.230338096618652
1701619167.272787,3,Loss/policy_loss_robot_2,1.9194388389587402
1701619167.2728078,3,KL_Divergence/robot_2,0.22118940949440002
1701619167.5291796,3,Value Loss/Robot 2,31.920425415039062
1701619167.5336232,3,Loss/policy_loss_robot_8,-0.7975188493728638
1701619167.5336442,3,KL_Divergence/robot_8,0.34514471888542175
1701619167.7900646,3,Value Loss/Robot 8,12.221580505371094
1701619167.794466,3,Loss/policy_loss_robot_3,0.7209608554840088
1701619167.7944858,3,KL_Divergence/robot_3,0.3078714609146118
1701619168.065377,3,Value Loss/Robot 3,20.532339096069336
1701619168.0714653,3,Loss/policy_loss_robot_9,-1.1549160480499268
1701619168.071488,3,KL_Divergence/robot_9,0.3629375100135803
1701619168.3325248,3,Value Loss/Robot 9,13.5015230178833
1701619176.491844,4,Reward/average_reward,-39.4229850769043
1701619176.834664,4,Loss/policy_loss_robot_8,3.060077667236328
1701619176.8346906,4,KL_Divergence/robot_8,0.034840699285268784
1701619177.1001623,4,Value Loss/Robot 8,15.645572662353516
1701619177.450165,4,Loss/policy_loss_robot_1,1.6717737913131714
1701619177.450191,4,KL_Divergence/robot_1,0.02530527301132679
1701619177.718731,4,Value Loss/Robot 1,22.476486206054688
1701619177.7244482,4,Loss/policy_loss_robot_2,1.5159544944763184
1701619177.724469,4,KL_Divergence/robot_2,0.10704958438873291
1701619177.9863248,4,Value Loss/Robot 2,27.70248794555664
1701619177.996602,4,Loss/policy_loss_robot_4,0.5820103287696838
1701619177.9966235,4,KL_Divergence/robot_4,0.05290105566382408
1701619178.259891,4,Value Loss/Robot 4,19.210899353027344
1701619178.2657998,4,Loss/policy_loss_robot_0,-0.614158034324646
1701619178.2658272,4,KL_Divergence/robot_0,0.12326712161302567
1701619178.5336936,4,Value Loss/Robot 0,12.946500778198242
1701619178.6091483,4,Loss/policy_loss_robot_7,2.330113649368286
1701619178.6091774,4,KL_Divergence/robot_7,0.051348522305488586
1701619178.872805,4,Value Loss/Robot 7,35.665061950683594
1701619178.8786478,4,Loss/policy_loss_robot_6,2.0705552101135254
1701619178.8786685,4,KL_Divergence/robot_6,0.0857749953866005
1701619179.1548872,4,Value Loss/Robot 6,48.01230239868164
1701619179.1595137,4,Loss/policy_loss_robot_5,0.8619614839553833
1701619179.1595325,4,KL_Divergence/robot_5,0.1425440013408661
1701619179.4226384,4,Value Loss/Robot 5,41.68389892578125
1701619179.4284155,4,Loss/policy_loss_robot_3,1.0001285076141357
1701619179.4284363,4,KL_Divergence/robot_3,0.13862380385398865
1701619179.7027903,4,Value Loss/Robot 3,14.660703659057617
1701619179.7076836,4,Loss/policy_loss_robot_9,-0.32655811309814453
1701619179.7077043,4,KL_Divergence/robot_9,0.12349506467580795
1701619179.9707751,4,Value Loss/Robot 9,10.140081405639648
1701619188.1972084,5,Reward/average_reward,-48.700565338134766
1701619188.5406492,5,Loss/policy_loss_robot_7,1.2004947662353516
1701619188.5406766,5,KL_Divergence/robot_7,0.017430773004889488
1701619188.7959454,5,Value Loss/Robot 7,87.5249252319336
1701619189.1329682,5,Loss/policy_loss_robot_0,0.5952061414718628
1701619189.1329947,5,KL_Divergence/robot_0,0.04732911288738251
1701619189.390854,5,Value Loss/Robot 0,22.832279205322266
1701619189.3963277,5,Loss/policy_loss_robot_9,2.12249755859375
1701619189.3963482,5,KL_Divergence/robot_9,0.06846092641353607
1701619189.6494763,5,Value Loss/Robot 9,31.36074447631836
1701619189.6544974,5,Loss/policy_loss_robot_2,1.4229516983032227
1701619189.6545184,5,KL_Divergence/robot_2,0.07575498521327972
1701619189.9138372,5,Value Loss/Robot 2,27.596025466918945
1701619189.9181142,5,Loss/policy_loss_robot_8,3.8340322971343994
1701619189.918133,5,KL_Divergence/robot_8,0.11842804402112961
1701619190.1746638,5,Value Loss/Robot 8,65.62294006347656
1701619190.1798658,5,Loss/policy_loss_robot_5,0.4853655695915222
1701619190.1798851,5,KL_Divergence/robot_5,0.3199918270111084
1701619190.4315395,5,Value Loss/Robot 5,30.713489532470703
1701619190.436815,5,Loss/policy_loss_robot_1,0.9435360431671143
1701619190.436836,5,KL_Divergence/robot_1,0.11905638873577118
1701619190.6871173,5,Value Loss/Robot 1,16.83038330078125
1701619190.6924427,5,Loss/policy_loss_robot_4,-0.3695434033870697
1701619190.6924636,5,KL_Divergence/robot_4,0.18490493297576904
1701619190.9444652,5,Value Loss/Robot 4,25.376113891601562
1701619190.94985,5,Loss/policy_loss_robot_6,1.9094014167785645
1701619190.9498715,5,KL_Divergence/robot_6,0.1871517449617386
1701619191.2012656,5,Value Loss/Robot 6,101.6822280883789
1701619191.2064471,5,Loss/policy_loss_robot_3,1.5470149517059326
1701619191.2064676,5,KL_Divergence/robot_3,0.1943386048078537
1701619191.4577358,5,Value Loss/Robot 3,25.582508087158203
1701619199.662248,6,Reward/average_reward,-50.62688446044922
1701619200.035892,6,Loss/policy_loss_robot_7,-2.3122270107269287
1701619200.0359201,6,KL_Divergence/robot_7,-0.007760785985738039
1701619200.2932441,6,Value Loss/Robot 7,53.044979095458984
1701619200.6490326,6,Loss/policy_loss_robot_6,-0.7258493304252625
1701619200.6490588,6,KL_Divergence/robot_6,0.01780485361814499
1701619200.9087193,6,Value Loss/Robot 6,50.19215393066406
1701619201.2560244,6,Loss/policy_loss_robot_9,-0.002573394915089011
1701619201.2560513,6,KL_Divergence/robot_9,0.025271713733673096
1701619201.5128527,6,Value Loss/Robot 9,32.77932357788086
1701619201.846549,6,Loss/policy_loss_robot_4,1.0011992454528809
1701619201.8465748,6,KL_Divergence/robot_4,0.01475401408970356
1701619202.1034207,6,Value Loss/Robot 4,20.896814346313477
1701619202.1093104,6,Loss/policy_loss_robot_0,0.7732259631156921
1701619202.1093311,6,KL_Divergence/robot_0,0.06158437952399254
1701619202.369509,6,Value Loss/Robot 0,12.271328926086426
1701619202.3738565,6,Loss/policy_loss_robot_5,0.9758619666099548
1701619202.373877,6,KL_Divergence/robot_5,0.07575423270463943
1701619202.6317604,6,Value Loss/Robot 5,18.015649795532227
1701619202.6374052,6,Loss/policy_loss_robot_1,1.983352541923523
1701619202.6374247,6,KL_Divergence/robot_1,0.05675673857331276
1701619202.8932009,6,Value Loss/Robot 1,18.8971004486084
1701619202.898705,6,Loss/policy_loss_robot_2,3.997628927230835
1701619202.8987243,6,KL_Divergence/robot_2,0.11263033747673035
1701619203.1526735,6,Value Loss/Robot 2,50.59339141845703
1701619203.1579094,6,Loss/policy_loss_robot_3,0.4675382375717163
1701619203.157933,6,KL_Divergence/robot_3,0.12358181178569794
1701619203.41718,6,Value Loss/Robot 3,22.49898338317871
1701619203.7517338,6,Loss/policy_loss_robot_8,-0.6796711087226868
1701619203.7517617,6,KL_Divergence/robot_8,0.027232464402914047
1701619204.010446,6,Value Loss/Robot 8,44.6414680480957
1701619212.1823606,7,Reward/average_reward,-53.48466491699219
1701619212.522854,7,Loss/policy_loss_robot_7,-2.1720361709594727
1701619212.5228815,7,KL_Divergence/robot_7,0.009429246187210083
1701619212.7862825,7,Value Loss/Robot 7,32.896461486816406
1701619213.123269,7,Loss/policy_loss_robot_9,2.355252504348755
1701619213.1232967,7,KL_Divergence/robot_9,0.02845623344182968
1701619213.3815243,7,Value Loss/Robot 9,50.099422454833984
1701619213.3870754,7,Loss/policy_loss_robot_4,1.344201683998108
1701619213.3870962,7,KL_Divergence/robot_4,0.10925949364900589
1701619213.6533303,7,Value Loss/Robot 4,29.89257049560547
1701619213.6592171,7,Loss/policy_loss_robot_6,0.4568171501159668
1701619213.6592374,7,KL_Divergence/robot_6,0.2015349566936493
1701619213.9230502,7,Value Loss/Robot 6,31.9545955657959
1701619213.9281828,7,Loss/policy_loss_robot_1,0.055970460176467896
1701619213.928204,7,KL_Divergence/robot_1,0.1468823254108429
1701619214.1984627,7,Value Loss/Robot 1,22.271575927734375
1701619214.2043338,7,Loss/policy_loss_robot_2,1.1137034893035889
1701619214.2043564,7,KL_Divergence/robot_2,0.08825527876615524
1701619214.4759505,7,Value Loss/Robot 2,25.776939392089844
1701619214.4812531,7,Loss/policy_loss_robot_0,-0.3941429555416107
1701619214.4812741,7,KL_Divergence/robot_0,0.08749967068433762
1701619214.752484,7,Value Loss/Robot 0,16.12079429626465
1701619214.7577531,7,Loss/policy_loss_robot_3,1.730249047279358
1701619214.7577739,7,KL_Divergence/robot_3,0.11507559567689896
1701619215.0246346,7,Value Loss/Robot 3,14.430785179138184
1701619215.0306616,7,Loss/policy_loss_robot_5,3.39308500289917
1701619215.0306828,7,KL_Divergence/robot_5,0.49270355701446533
1701619215.2952354,7,Value Loss/Robot 5,52.12936782836914
1701619215.3005595,7,Loss/policy_loss_robot_8,2.959700107574463
1701619215.3005824,7,KL_Divergence/robot_8,0.5804466605186462
1701619215.570299,7,Value Loss/Robot 8,40.93710708618164
1701619223.763228,8,Reward/average_reward,-60.074283599853516
1701619224.1060402,8,Loss/policy_loss_robot_3,1.158637523651123
1701619224.106067,8,KL_Divergence/robot_3,0.03435210511088371
1701619224.362815,8,Value Loss/Robot 3,36.203121185302734
1701619224.3683276,8,Loss/policy_loss_robot_1,1.6861820220947266
1701619224.368349,8,KL_Divergence/robot_1,0.17441189289093018
1701619224.6265657,8,Value Loss/Robot 1,50.33965301513672
1701619224.971923,8,Loss/policy_loss_robot_8,0.5068002939224243
1701619224.971949,8,KL_Divergence/robot_8,0.004240722861140966
1701619225.2285542,8,Value Loss/Robot 8,43.2266845703125
1701619225.2344317,8,Loss/policy_loss_robot_2,0.05241848900914192
1701619225.2344546,8,KL_Divergence/robot_2,0.0676870122551918
1701619225.4989512,8,Value Loss/Robot 2,16.927459716796875
1701619225.5044,8,Loss/policy_loss_robot_6,4.561735153198242
1701619225.5044208,8,KL_Divergence/robot_6,0.053207963705062866
1701619225.7588181,8,Value Loss/Robot 6,82.70974731445312
1701619225.7652981,8,Loss/policy_loss_robot_9,-1.166021466255188
1701619225.7653208,8,KL_Divergence/robot_9,0.14899811148643494
1701619226.0323894,8,Value Loss/Robot 9,21.250411987304688
1701619226.03804,8,Loss/policy_loss_robot_5,1.5998737812042236
1701619226.0380633,8,KL_Divergence/robot_5,0.10005359351634979
1701619226.29369,8,Value Loss/Robot 5,39.89387130737305
1701619226.2990685,8,Loss/policy_loss_robot_4,3.2579572200775146
1701619226.29909,8,KL_Divergence/robot_4,0.26529738306999207
1701619226.5529337,8,Value Loss/Robot 4,57.11398696899414
1701619226.5585415,8,Loss/policy_loss_robot_0,1.7485709190368652
1701619226.558563,8,KL_Divergence/robot_0,0.2880488336086273
1701619226.8208635,8,Value Loss/Robot 0,20.49493980407715
1701619226.8263392,8,Loss/policy_loss_robot_7,4.1451334953308105
1701619226.8263597,8,KL_Divergence/robot_7,0.4108048379421234
1701619227.0866952,8,Value Loss/Robot 7,116.27499389648438
1701619235.306849,9,Reward/average_reward,-54.52870178222656
1701619235.6801186,9,Loss/policy_loss_robot_2,-0.20573487877845764
1701619235.680146,9,KL_Divergence/robot_2,0.015258999541401863
1701619235.9449365,9,Value Loss/Robot 2,39.13336181640625
1701619236.2851193,9,Loss/policy_loss_robot_7,-2.5611274242401123
1701619236.2851458,9,KL_Divergence/robot_7,0.004336944781243801
1701619236.5460932,9,Value Loss/Robot 7,88.7234878540039
1701619236.551326,9,Loss/policy_loss_robot_9,-3.6977598667144775
1701619236.551347,9,KL_Divergence/robot_9,0.11993597447872162
1701619236.8157594,9,Value Loss/Robot 9,31.740034103393555
1701619236.8214648,9,Loss/policy_loss_robot_4,-0.9235381484031677
1701619236.8214843,9,KL_Divergence/robot_4,0.06313879787921906
1701619237.0851984,9,Value Loss/Robot 4,48.74468231201172
1701619237.090541,9,Loss/policy_loss_robot_1,-1.306433916091919
1701619237.0905635,9,KL_Divergence/robot_1,0.1063050925731659
1701619237.3605094,9,Value Loss/Robot 1,27.982784271240234
1701619237.3654373,9,Loss/policy_loss_robot_6,-2.3774867057800293
1701619237.3654585,9,KL_Divergence/robot_6,0.05500766262412071
1701619237.627182,9,Value Loss/Robot 6,89.50827026367188
1701619237.632459,9,Loss/policy_loss_robot_5,-3.9343159198760986
1701619237.6324806,9,KL_Divergence/robot_5,0.06550854444503784
1701619237.8965032,9,Value Loss/Robot 5,50.32646179199219
1701619237.9030097,9,Loss/policy_loss_robot_8,-0.21433167159557343
1701619237.9030385,9,KL_Divergence/robot_8,0.08232290297746658
1701619238.1679518,9,Value Loss/Robot 8,57.58976745605469
1701619238.1735473,9,Loss/policy_loss_robot_0,-1.0649768114089966
1701619238.1735675,9,KL_Divergence/robot_0,0.12869054079055786
1701619238.4389539,9,Value Loss/Robot 0,22.700719833374023
1701619238.4434886,9,Loss/policy_loss_robot_3,0.1599067896604538
1701619238.4435086,9,KL_Divergence/robot_3,0.15186317265033722
1701619238.7061782,9,Value Loss/Robot 3,29.020845413208008
1701619247.0934918,10,Reward/average_reward,-48.00181579589844
1701619247.5319433,10,Loss/policy_loss_robot_6,0.6333417296409607
1701619247.5319726,10,KL_Divergence/robot_6,0.02912921831011772
1701619247.8508534,10,Value Loss/Robot 6,36.670921325683594
1701619247.8618097,10,Loss/policy_loss_robot_7,-0.1501265913248062
1701619247.861835,10,KL_Divergence/robot_7,0.08196642249822617
1701619248.1823273,10,Value Loss/Robot 7,74.99472045898438
1701619248.1886427,10,Loss/policy_loss_robot_9,-0.5895901322364807
1701619248.1886644,10,KL_Divergence/robot_9,0.10875485837459564
1701619248.5077698,10,Value Loss/Robot 9,14.12288761138916
1701619248.5148642,10,Loss/policy_loss_robot_8,1.3330296277999878
1701619248.514887,10,KL_Divergence/robot_8,0.18725349009037018
1701619248.8325799,10,Value Loss/Robot 8,35.825286865234375
1701619248.83884,10,Loss/policy_loss_robot_1,-1.290895700454712
1701619248.8388631,10,KL_Divergence/robot_1,0.18480288982391357
1701619249.1659808,10,Value Loss/Robot 1,20.63323974609375
1701619249.172252,10,Loss/policy_loss_robot_5,1.9044792652130127
1701619249.1722765,10,KL_Divergence/robot_5,0.34119877219200134
1701619249.4931893,10,Value Loss/Robot 5,43.16384506225586
1701619249.504219,10,Loss/policy_loss_robot_2,-0.15776774287223816
1701619249.504245,10,KL_Divergence/robot_2,0.20242099463939667
1701619249.8371964,10,Value Loss/Robot 2,17.64877700805664
1701619249.8472447,10,Loss/policy_loss_robot_4,1.5791608095169067
1701619249.8472712,10,KL_Divergence/robot_4,0.14607201516628265
1701619250.171486,10,Value Loss/Robot 4,16.88496971130371
1701619250.1804187,10,Loss/policy_loss_robot_3,2.329165458679199
1701619250.1804433,10,KL_Divergence/robot_3,0.10104180872440338
1701619250.5003583,10,Value Loss/Robot 3,39.41554260253906
1701619250.506449,10,Loss/policy_loss_robot_0,-0.3745192587375641
1701619250.5064716,10,KL_Divergence/robot_0,0.23128199577331543
1701619250.8317573,10,Value Loss/Robot 0,26.832950592041016
1701619265.0014825,11,Reward/average_reward,-34.7667350769043
1701619265.5222354,11,Loss/policy_loss_robot_4,0.04709716886281967
1701619265.5222628,11,KL_Divergence/robot_4,0.010896759107708931
1701619265.8642778,11,Value Loss/Robot 4,41.510074615478516
1701619266.3501127,11,Loss/policy_loss_robot_1,-2.305722951889038
1701619266.35014,11,KL_Divergence/robot_1,-0.008013762533664703
1701619266.6769,11,Value Loss/Robot 1,16.390851974487305
1701619267.2008834,11,Loss/policy_loss_robot_9,-2.683140754699707
1701619267.20091,11,KL_Divergence/robot_9,-0.00079693942097947
1701619267.5306337,11,Value Loss/Robot 9,49.60805130004883
1701619267.9606676,11,Loss/policy_loss_robot_7,-5.968775749206543
1701619267.9606948,11,KL_Divergence/robot_7,-0.021049583330750465
1701619268.2706661,11,Value Loss/Robot 7,16.242252349853516
1701619268.276564,11,Loss/policy_loss_robot_6,-2.6768405437469482
1701619268.2765863,11,KL_Divergence/robot_6,0.06511236727237701
1701619268.581519,11,Value Loss/Robot 6,53.13434982299805
1701619268.5909266,11,Loss/policy_loss_robot_0,-1.4974184036254883
1701619268.5909488,11,KL_Divergence/robot_0,0.05273594334721565
1701619268.893143,11,Value Loss/Robot 0,15.954587936401367
1701619268.8998413,11,Loss/policy_loss_robot_5,-2.522275924682617
1701619268.899866,11,KL_Divergence/robot_5,0.17627517879009247
1701619269.205517,11,Value Loss/Robot 5,13.4010591506958
1701619269.2125902,11,Loss/policy_loss_robot_3,0.6649625897407532
1701619269.212614,11,KL_Divergence/robot_3,0.18242011964321136
1701619269.5183957,11,Value Loss/Robot 3,37.79513931274414
1701619269.525203,11,Loss/policy_loss_robot_2,-1.654988169670105
1701619269.5252266,11,KL_Divergence/robot_2,0.05511363595724106
1701619269.8406136,11,Value Loss/Robot 2,11.837794303894043
1701619269.8507252,11,Loss/policy_loss_robot_8,-4.112414360046387
1701619269.8507535,11,KL_Divergence/robot_8,0.17727214097976685
1701619270.1864364,11,Value Loss/Robot 8,22.250333786010742
1701619276.986186,12,Reward/average_reward,-31.60706901550293
1701619277.469105,12,Loss/policy_loss_robot_2,0.6224905252456665
1701619277.4691339,12,KL_Divergence/robot_2,0.028002994135022163
1701619277.780228,12,Value Loss/Robot 2,26.78972053527832
1701619278.2056139,12,Loss/policy_loss_robot_0,-0.6471999287605286
1701619278.20564,12,KL_Divergence/robot_0,0.004155782982707024
1701619278.513717,12,Value Loss/Robot 0,9.585712432861328
1701619278.931429,12,Loss/policy_loss_robot_6,-1.0777455568313599
1701619278.9314563,12,KL_Divergence/robot_6,0.024843061342835426
1701619279.2309225,12,Value Loss/Robot 6,30.472511291503906
1701619279.6487176,12,Loss/policy_loss_robot_7,-1.7452211380004883
1701619279.6487443,12,KL_Divergence/robot_7,-0.007570088841021061
1701619279.956211,12,Value Loss/Robot 7,19.304447174072266
1701619280.3728657,12,Loss/policy_loss_robot_4,0.13623547554016113
1701619280.3728921,12,KL_Divergence/robot_4,0.044523682445287704
1701619280.6727786,12,Value Loss/Robot 4,20.0338134765625
1701619280.6798863,12,Loss/policy_loss_robot_9,-0.4106025695800781
1701619280.6799092,12,KL_Divergence/robot_9,0.12629733979701996
1701619280.9808972,12,Value Loss/Robot 9,36.20549011230469
1701619280.9882379,12,Loss/policy_loss_robot_3,0.4954145550727844
1701619280.988259,12,KL_Divergence/robot_3,0.05924611911177635
1701619281.2971272,12,Value Loss/Robot 3,8.282096862792969
1701619281.304826,12,Loss/policy_loss_robot_5,0.7017090320587158
1701619281.304848,12,KL_Divergence/robot_5,0.152724951505661
1701619281.6116035,12,Value Loss/Robot 5,27.37297821044922
1701619281.6188748,12,Loss/policy_loss_robot_1,-0.5234060287475586
1701619281.6188967,12,KL_Divergence/robot_1,0.08988332748413086
1701619281.9174356,12,Value Loss/Robot 1,15.741987228393555
1701619281.9222553,12,Loss/policy_loss_robot_8,-1.526587963104248
1701619281.922277,12,KL_Divergence/robot_8,0.07256864011287689
1701619282.2285182,12,Value Loss/Robot 8,4.238441467285156
1701619288.4356172,13,Reward/average_reward,-42.27010726928711
1701619288.8589334,13,Loss/policy_loss_robot_9,2.014213800430298
1701619288.8589606,13,KL_Divergence/robot_9,0.021875372156500816
1701619289.1591759,13,Value Loss/Robot 9,27.59177017211914
1701619289.575862,13,Loss/policy_loss_robot_5,1.4002596139907837
1701619289.575889,13,KL_Divergence/robot_5,0.025801144540309906
1701619289.861783,13,Value Loss/Robot 5,50.19974899291992
1701619289.8663692,13,Loss/policy_loss_robot_8,1.0427367687225342
1701619289.8663907,13,KL_Divergence/robot_8,0.08884241431951523
1701619290.1592855,13,Value Loss/Robot 8,17.67748260498047
1701619290.166216,13,Loss/policy_loss_robot_2,3.918900728225708
1701619290.1662369,13,KL_Divergence/robot_2,0.08107844740152359
1701619290.4593747,13,Value Loss/Robot 2,66.15008544921875
1701619290.8762827,13,Loss/policy_loss_robot_0,2.2648510932922363
1701619290.8763092,13,KL_Divergence/robot_0,0.03746998682618141
1701619291.1678913,13,Value Loss/Robot 0,23.318071365356445
1701619291.174774,13,Loss/policy_loss_robot_7,2.5466082096099854
1701619291.174796,13,KL_Divergence/robot_7,0.0668167844414711
1701619291.464843,13,Value Loss/Robot 7,26.5882625579834
1701619291.471947,13,Loss/policy_loss_robot_3,2.873899459838867
1701619291.47197,13,KL_Divergence/robot_3,0.10628902912139893
1701619291.7622604,13,Value Loss/Robot 3,20.207630157470703
1701619291.7672312,13,Loss/policy_loss_robot_6,2.2702019214630127
1701619291.7672534,13,KL_Divergence/robot_6,0.15258872509002686
